Phy,mycorrhiza.type,Consensus_state,Number,Fraction
Mimosa_pudica,AM; no others,,,
Mimosa_pudica,AM; no others,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; others not addressed,,,
Mimosa_pudica,AM; no others,,,
Mimosa_pudica,AM; no others,,,
Mimosa_pudica,AM; no others,,,
Mimosa_pudica,AM; no others,,,
Mimosa_quadrivalvis,AM; others not addressed,,,
Mimosa_scabrella,AM; no others,,,
Mimosa_scabrella,AM; others not addressed,,,
Mimosa_scabrella,AM; others not addressed,,,
Mirbelia_dilatata,AM; no others,,,
Mirbelia_dilatata,"EcM,AM",,,
Mirbelia_dilatata,"EcM,AM",,,
Mirbelia_dilatata,"EcM,AM",,,
Mirbelia_dilatata,EcM; others not addressed,,,
Mora_excelsa,AM; others not addressed,,,
Mora_excelsa,AM; no others,,,
Mora_excelsa,AM; others not addressed,,,
Mora_paraensis,AM; no others,,,
Mucuna_sempervirens,AM; others not addressed,,,
Mundulea_sericea,AM; others not addressed,,,
Myroxylon_peruiferum,AM; others not addressed,,,
Myroxylon_peruiferum,AM; others not addressed,,,
Neptunia_oleracea,non-AM; others not addressed,,,
Neptunia_oleracea,non-mycorrhizal (checked for all types),,,
Ohwia_caudata,AM; others not addressed,,,
Olneya_tesota,AM; others not addressed,,,
Olneya_tesota,AM; no others,,,
Onobrychis_arenaria,AM; others not addressed,,,
Onobrychis_arenaria,AM; others not addressed,,,
Onobrychis_biebersteinii,AM; others not addressed,,,
Onobrychis_biebersteinii,non-mycorrhizal (checked for all types),,,
Onobrychis_grandis,AM; others not addressed,,,
Onobrychis_viciifolia,AM; others not addressed,,,
Onobrychis_viciifolia,AM; others not addressed,,,
Onobrychis_viciifolia,AM; others not addressed,,,
Onobrychis_viciifolia,AM; others not addressed,,,
Ononis_reclinata,non-mycorrhizal (checked for all types),,,
Ononis_serrata,AM; others not addressed,,,
Ononis_serrata,AM; no others,,,
Ononis_spinosa,AM; no others,,,
Ononis_spinosa,AM; others not addressed,,,
Ormocarpum_kirkii,AM; no others,,,
Ormosia_arborea,non-mycorrhizal (checked for all types),,,
Ormosia_arborea,non-mycorrhizal (checked for all types),,,
Ormosia_arborea,non-mycorrhizal (checked for all types),,,
Ormosia_arborea,AM; others not addressed,,,
Ormosia_arborea,AM; others not addressed,,,
Ormosia_coccinea,AM; no others,,,
Ormosia_krugii,AM; no others,,,
Ormosia_semicastrata,AM; others not addressed,,,
Ornithopus_sativus,AM; others not addressed,,,
Orophaca_caespitosa,AM; others not addressed,,,
Otholobium_fruticans,AM; others not addressed,,,
Otholobium_fruticans,AM; no others,,,
Otholobium_hirtum,AM; others not addressed,,,
Otholobium_hirtum,AM; no others,,,
Oxylobium_ellipticum,EcM; others not addressed,,,
Oxytropis_campestris,AM; no others,,,
Oxytropis_campestris,AM; no others,,,
Oxytropis_campestris,AM; no others,,,
Oxytropis_kubanensis,AM; others not addressed,,,
Oxytropis_kubanensis,AM; others not addressed,,,
Oxytropis_kubanensis,AM; others not addressed,,,
Oxytropis_scammaniana,AM; others not addressed,,,
Oxytropis_sericea,non-mycorrhizal (checked for all types),,,
Oxytropis_splendens,AM; others not addressed,,,
Oxytropis_viscida,AM; others not addressed,,,
Pachyrhizus_erosus,AM; others not addressed,,,
Pachyrhizus_tuberosus,AM; others not addressed,,,
Parapiptadenia_rigida,AM; no others,,,
Parapiptadenia_rigida,AM; others not addressed,,,
Parapiptadenia_rigida,AM; others not addressed,,,
Parapiptadenia_rigida,AM; others not addressed,,,
Parapiptadenia_rigida,AM; others not addressed,,,
Parkia_nitida,AM; others not addressed,,,
Parkia_pendula,AM; others not addressed,,,
Parkia_pendula,AM; others not addressed,,,
Parkia_speciosa,AM; others not addressed,,,
Parkia_velutina,EcM; no others,,,
Parkinsonia_aculeata,AM; no others,,,
Parkinsonia_aculeata,AM; others not addressed,,,
Parkinsonia_aculeata,AM; others not addressed,,,
Parkinsonia_aculeata,AM; others not addressed,,,
Peltogyne_paniculata,AM; others not addressed,,,
Peltogyne_paniculata,AM; others not addressed,,,
Peltogyne_venosa,AM; others not addressed,,,
Peltophorum_dubium,AM; no others,,,
Peltophorum_dubium,AM; no others,,,
Peltophorum_dubium,non-mycorrhizal (checked for all types),,,
Peltophorum_dubium,non-mycorrhizal (checked for all types),,,
Peltophorum_dubium,non-mycorrhizal (checked for all types),,,
Peltophorum_dubium,non-mycorrhizal (checked for all types),,,
Peltophorum_dubium,non-mycorrhizal (checked for all types),,,
Peltophorum_pterocarpum,AM; no others,,,
Peltophorum_pterocarpum,non-mycorrhizal (checked for all types),,,
Peltophorum_pterocarpum,AM; no others,,,
Peltophorum_pterocarpum,AM; no others,,,
Peltophorum_pterocarpum,non-mycorrhizal (checked for all types),,,
Pentaclethra_macroloba,AM; others not addressed,,,
Pentaclethra_macroloba,AM; no others,,,
Pentaclethra_macroloba,AM; others not addressed,,,
Pentaclethra_macroloba,AM; others not addressed,,,
Pericopsis_angolensis,AM; no others,,,
Pericopsis_angolensis,EcM; no others,,,
Pericopsis_angolensis,EcM; others not addressed,,,
Pericopsis_angolensis,AM; no others,,,
Pericopsis_elata,AM; no others,,,
Phaseolus_lunatus,AM; others not addressed,,,
Phaseolus_vulgaris,AM; others not addressed,,,
Phaseolus_vulgaris,AM; others not addressed,,,
Phaseolus_vulgaris,AM; others not addressed,,,
Phaseolus_vulgaris,AM; others not addressed,,,
Phaseolus_vulgaris,AM; others not addressed,,,
Phaseolus_vulgaris,AM; others not addressed,,,
Piliostigma_malabaricum,"EcM,AM",,,
Piptadenia_gonoacantha,AM; others not addressed,,,
Pisum_sativum,AM; others not addressed,,,
Pisum_sativum,AM; others not addressed,,,
Pisum_sativum,AM; others not addressed,,,
Pisum_sativum,AM; others not addressed,,,
Pisum_sativum,AM; others not addressed,,,
Pisum_sativum,AM; others not addressed,,,
Pisum_sativum,AM; others not addressed,,,
Pithecellobium_dulce,AM; others not addressed,,,
Pithecellobium_dulce,non-AM; others not addressed,,,
Pithecellobium_dulce,AM; others not addressed,,,
Pithecellobium_dulce,AM; others not addressed,,,
Pithecellobium_dulce,AM; others not addressed,,,
Plathymenia_foliolosa,AM; others not addressed,,,
Plathymenia_foliolosa,AM; others not addressed,,,
Platycyamus_regnellii,AM; others not addressed,,,
Platycyamus_regnellii,non-mycorrhizal (checked for all types),,,
Platycyamus_regnellii,AM; others not addressed,,,
Platylobium_formosum,EcM; no others,,,
Platylobium_obtusangulum,AM; others not addressed,,,
Platylobium_obtusangulum,AM; others not addressed,,,
Platylobium_obtusangulum,EcM; others not addressed,,,
Platymiscium_trinitatis,AM; others not addressed,,,
Platypodium_elegans,AM; others not addressed,,,
Platypodium_elegans,AM; others not addressed,,,
Platypodium_elegans,non-mycorrhizal (checked for all types),,,
Podalyria_calyptrata,AM; no others,,,
Podalyria_sericea,AM; others not addressed,,,
Podalyria_sericea,AM; no others,,,
Poecilanthe_parviflora,AM; no others,,,
Poecilanthe_parviflora,AM; others not addressed,,,
Poecilanthe_parviflora,AM; others not addressed,,,
Pongamia_pinnata,AM; others not addressed,,,
Pongamia_pinnata,AM; others not addressed,,,
Pongamia_pinnata,non-AM; others not addressed,,,
Pongamia_pinnata,AM; others not addressed,,,
Pongamia_pinnata,AM; others not addressed,,,
Pongamia_pinnata,AM; others not addressed,,,
Pongamia_pinnata,AM; others not addressed,,,
Pongamia_pinnata,AM; others not addressed,,,
Pongamia_pinnata,AM; no others,,,
Pongamia_pinnata,AM; no others,,,
Pongamia_pinnata,AM; no others,,,
Pongamia_pinnata,AM; no others,,,
Prosopis_alba,AM; no others,,,
Prosopis_alba,AM; others not addressed,,,
Prosopis_articulata,AM; others not addressed,,,
Prosopis_articulata,AM; no others,,,
Prosopis_chilensis,AM; others not addressed,,,
Prosopis_chilensis,AM; others not addressed,,,
Prosopis_chilensis,AM; others not addressed,,,
Prosopis_chilensis,AM; others not addressed,,,
Prosopis_cineraria,AM; others not addressed,,,
Prosopis_cineraria,AM; others not addressed,,,
Prosopis_cineraria,AM; others not addressed,,,
Prosopis_cineraria,non-mycorrhizal (checked for all types),,,
Prosopis_cineraria,AM; others not addressed,,,
Prosopis_cineraria,non-mycorrhizal (checked for all types),,,
Prosopis_glandulosa,AM; others not addressed,,,
Prosopis_juliflora,AM; others not addressed,,,
Prosopis_juliflora,AM; others not addressed,,,
Prosopis_juliflora,AM; others not addressed,,,
Prosopis_juliflora,AM; others not addressed,,,
Prosopis_juliflora,AM; others not addressed,,,
Prosopis_juliflora,AM; no others,,,
Prosopis_juliflora,AM; others not addressed,,,
Prosopis_juliflora,AM; others not addressed,,,
Prosopis_juliflora,AM; others not addressed,,,
Prosopis_juliflora,AM; no others,,,
Prosopis_juliflora,AM; no others,,,
Prosopis_juliflora,non-mycorrhizal (checked for all types),,,
Prosopis_laevigata,AM; others not addressed,,,
Prosopis_nigra,AM; no others,,,
Prosopis_nigra,AM; others not addressed,,,
Prosopis_pallida,AM; others not addressed,,,
Pseudarthria_viscida,AM; others not addressed,,,
Pseudarthria_viscida,non-AM; others not addressed,,,
Psophocarpus_tetragonolobus,AM; others not addressed,,,
Psoralea_pinnata,AM; others not addressed,,,
Psoralea_pinnata,AM; others not addressed,,,
Psoralea_pinnata,AM; no others,,,
Psorothamnus_schottii,AM; others not addressed,,,
Psorothamnus_spinosus,AM; others not addressed,,,
Psorothamnus_spinosus,AM; others not addressed,,,
Pterocarpus_amazonum,AM; no others,,,
Pterocarpus_amazonum,AM; no others,,,
Pterocarpus_angolensis,AM; no others,,,
Pterocarpus_angolensis,AM; no others,,,
Pterocarpus_angolensis,AM; others not addressed,,,
Pterocarpus_antunesii,AM; no others,,,
Pterocarpus_macrocarpus,AM; no others,,,
Pterocarpus_macrocarpus,AM; no others,,,
Pterocarpus_macrocarpus,AM; no others,,,
Pterocarpus_macrocarpus,AM; no others,,,
Pterocarpus_officinalis,AM; others not addressed,,,
Pterocarpus_rohrii,AM; others not addressed,,,
Pterocarpus_rotundifolius,AM; no others,,,
Pterocarpus_santalinus,AM; no others,,,
Pterocarpus_soyauxii,AM; others not addressed,,,
Pterodon_emarginatus,AM; others not addressed,,,
Pterogyne_nitens,AM; others not addressed,,,
Pterogyne_nitens,AM; others not addressed,,,
Pterogyne_nitens,AM; others not addressed,,,
Pueraria_montana,AM; others not addressed,,,
Pueraria_phaseoloides,AM; others not addressed,,,
Pueraria_phaseoloides,AM; no others,,,
Pultenaea_daphnoides,AM; others not addressed,,,
Pultenaea_daphnoides,AM; others not addressed,,,
Pultenaea_daphnoides,EcM; others not addressed,,,
Pultenaea_elliptica,"EcM,AM",,,
Pultenaea_scabra,EcM; others not addressed,,,
Pycnospora_lutescens,AM; others not addressed,,,
Rafnia_angulata,AM; no others,,,
Retama_sphaerocarpa,AM; others not addressed,,,
Retama_sphaerocarpa,AM; others not addressed,,,
Retama_sphaerocarpa,AM; others not addressed,,,
Retama_sphaerocarpa,AM; others not addressed,,,
Rhynchosia_minima,non-AM; others not addressed,,,
Rhynchosia_minima,AM; others not addressed,,,
Rhynchosia_minima,non-mycorrhizal (checked for all types),,,
Rhynchosia_rufescens,AM; others not addressed,,,
Rhynchosia_volubilis,AM; others not addressed,,,
Robinia_hispida,AM; others not addressed,,,
Robinia_hispida,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; no others,,,
Robinia_pseudoacacia,non-mycorrhizal (checked for all types),,,
Robinia_pseudoacacia,AM; no others,,,
Robinia_pseudoacacia,non-mycorrhizal (checked for all types),,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; no others,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,"EcM,AM",,,
Robinia_pseudoacacia,EcM; others not addressed,,,
Robinia_pseudoacacia,"EcM,AM",,,
Robinia_pseudoacacia,EcM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,AM; others not addressed,,,
Robinia_pseudoacacia,non-EcM; others not addressed,,,
Rothia_indica,non-AM; others not addressed,,,
Rothia_indica,AM; others not addressed,,,
Saraca_asoca,AM; no others,,,
Saraca_asoca,AM; no others,,,
Schizolobium_parahyba,AM; others not addressed,,,
Schizolobium_parahyba,AM; others not addressed,,,
Sclerolobium_melinonii,AM; others not addressed,,,
Sclerolobium_rugosum,AM; others not addressed,,,
Scorodophloeus_zenkeri,AM; no others,,,
Scorodophloeus_zenkeri,AM; others not addressed,,,
Scorpiurus_muricatus,AM; no others,,,
Securigera_orientalis,AM; others not addressed,,,
Securigera_securidaca,AM; no others,,,
Securigera_varia,AM; others not addressed,,,
Securigera_varia,non-mycorrhizal (checked for all types),,,
Securigera_varia,AM; others not addressed,,,
Securigera_varia,AM; others not addressed,,,
Securigera_varia,AM; others not addressed,,,
Securigera_varia,non-mycorrhizal (checked for all types),,,
Senna_aphylla,AM; no others,,,
Senna_aphylla,AM; others not addressed,,,
Senna_aphylla,AM; others not addressed,,,
Senna_auriculata,AM; others not addressed,,,
Senna_auriculata,AM; others not addressed,,,
Senna_corymbosa,AM; no others,,,
Senna_italica,AM; others not addressed,,,
Senna_italica,non-mycorrhizal (checked for all types),,,
Senna_multijuga,AM; others not addressed,,,
Senna_multijuga,AM; others not addressed,,,
Senna_obtusifolia,AM; others not addressed,,,
Senna_obtusifolia,AM; others not addressed,,,
Senna_obtusifolia,AM; others not addressed,,,
Senna_obtusifolia,AM; no others,,,
Senna_occidentalis,AM; others not addressed,,,
Senna_reticulata,AM; others not addressed,,,
Senna_silvestris,AM; others not addressed,,,
Senna_singueana,AM; others not addressed,,,
Senna_spectabilis,AM; others not addressed,,,
Senna_spectabilis,AM; no others,,,
Senna_spectabilis,AM; others not addressed,,,
Senna_spectabilis,AM; others not addressed,,,
Senna_spectabilis,AM; others not addressed,,,
Senna_surattensis,AM; no others,,,
Senna_surattensis,AM; others not addressed,,,
Senna_surattensis,AM; no others,,,
Senna_uniflora,AM; others not addressed,,,
Sesbania_bispinosa,AM; others not addressed,,,
Sesbania_bispinosa,AM; others not addressed,,,
Sesbania_cannabina,AM; others not addressed,,,
Sesbania_grandiflora,AM; no others,,,
Sesbania_grandiflora,non-mycorrhizal (checked for all types),,,
Sesbania_grandiflora,AM; others not addressed,,,
Sesbania_leptocarpa,AM; no others,,,
Sesbania_punicea,AM; no others,,,
Sesbania_sesban,non-AM; others not addressed,,,
Sesbania_sesban,AM; others not addressed,,,
Sesbania_sesban,AM; no others,,,
Sesbania_tomentosa,AM; no others,,,
Sesbania_tomentosa,AM; others not addressed,,,
Sesbania_tomentosa,AM; no others,,,
Sindora_siamensis,AM; no others,,,
Sindora_siamensis,AM; no others,,,
Sindora_siamensis,AM; no others,,,
Smithia_bigemina,non-mycorrhizal (checked for all types),,,
Smithia_sensitiva,AM; others not addressed,,,
Sophora_alopecuroides,AM; others not addressed,,,
Sophora_chrysophylla,AM; no others,,,
Sophora_chrysophylla,AM; others not addressed,,,
Sophora_davidii,AM; others not addressed,,,
Sophora_davidii,AM; others not addressed,,,
Sophora_mollis,AM; no others,,,
Sophora_tomentosa,AM; no others,,,
Spartium_junceum,AM; others not addressed,,,
Spartium_junceum,AM; others not addressed,,,
Sphaerophysa_salsula,AM; others not addressed,,,
Strophostyles_umbellata,AM; others not addressed,,,
Stryphnodendron_guianense,AM; others not addressed,,,
Stryphnodendron_microstachyum,AM; others not addressed,,,
Stryphnodendron_microstachyum,AM; others not addressed,,,
Stylosanthes_capitata,AM; others not addressed,,,
Stylosanthes_fruticosa,AM; others not addressed,,,
Stylosanthes_guianensis,AM; no others,,,
Stylosanthes_guianensis,AM; others not addressed,,,
Stylosanthes_guianensis,AM; no others,,,
Stylosanthes_hamata,AM; no others,,,
Stylosanthes_hamata,AM; no others,,,
Stylosanthes_humilis,AM; no others,,,
Stylosanthes_humilis,AM; no others,,,
Stylosanthes_humilis,AM; no others,,,
Stylosanthes_subsericea,AM; no others,,,
Styphnolobium_japonicum,AM; others not addressed,,,
Swainsona_phacoides,AM; others not addressed,,,
Swartzia_jenmanii,AM; no others,,,
Swartzia_laevicarpa,AM; no others,,,
Swartzia_langsdorffii,non-mycorrhizal (checked for all types),,,
Swartzia_polyphylla,AM; no others,,,
Tachigali_paniculata,AM; others not addressed,,,
Tadehagi_triquetrum,AM; no others,,,
Tamarindus_indica,non-mycorrhizal (checked for all types),,,
Tamarindus_indica,AM; no others,,,
Tamarindus_indica,AM; no others,,,
Tamarindus_indica,non-AM; others not addressed,,,
Tamarindus_indica,AM; others not addressed,,,
Tamarindus_indica,AM; others not addressed,,,
Tamarindus_indica,AM; others not addressed,,,
Tamarindus_indica,AM; others not addressed,,,
Tamarindus_indica,AM; no others,,,
Tamarindus_indica,AM; others not addressed,,,
Tamarindus_indica,AM; others not addressed,,,
Tamarindus_indica,AM; others not addressed,,,
Tamarindus_indica,AM; others not addressed,,,
Tamarindus_indica,AM; no others,,,
Tamarindus_indica,AM; no others,,,
Tephrosia_hookeriana,AM; others not addressed,,,
Tephrosia_hookeriana,AM; others not addressed,,,
Tephrosia_hookeriana,AM; others not addressed,,,
Tephrosia_pumila,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; no others,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,non-mycorrhizal (checked for all types),,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; others not addressed,,,
Tephrosia_purpurea,AM; no others,,,
Tephrosia_remotiflora,AM; no others,,,
Tephrosia_sphaerospora,AM; others not addressed,,,
Tephrosia_villosa,AM; others not addressed,,,
Tephrosia_virginiana,AM; no others,,,
Tephrosia_virginiana,AM; no others,,,
Teramnus_labialis,non-AM; others not addressed,,,
Teramnus_labialis,AM; others not addressed,,,
Teramnus_labialis,AM; no others,,,
Tetraberlinia_bifoliolata,EcM; others not addressed,,,
Tetraberlinia_bifoliolata,"EcM,AM",,,
Tetraberlinia_bifoliolata,EcM; no others,,,
Tetraberlinia_bifoliolata,EcM; others not addressed,,,
Tetraberlinia_bifoliolata,EcM; others not addressed,,,
Tetraberlinia_moreliana,EcM; others not addressed,,,
Tetraberlinia_moreliana,EcM; no others,,,
Tetraberlinia_moreliana,EcM; no others,,,
Thermopsis_lanceolata,AM; others not addressed,,,
Thermopsis_lanceolata,AM; others not addressed,,,
Thermopsis_lanceolata,AM; others not addressed,,,
Thermopsis_lanceolata,AM; others not addressed,,,
Tipuana_tipu,AM; others not addressed,,,
Tipuana_tipu,AM; others not addressed,,,
Trifolium_alexandrinum,AM; others not addressed,,,
Trifolium_alpestre,AM; others not addressed,,,
Trifolium_alpestre,AM; others not addressed,,,
Trifolium_alpestre,non-mycorrhizal (checked for all types),,,
Trifolium_ambiguum,AM; others not addressed,,,
Trifolium_ambiguum,AM; others not addressed,,,
Trifolium_ambiguum,AM; others not addressed,,,
Trifolium_ambiguum,AM; others not addressed,,,
Trifolium_ambiguum,AM; others not addressed,,,
Trifolium_ambiguum,non-mycorrhizal (checked for all types),,,
Trifolium_ambiguum,AM; others not addressed,,,
Trifolium_angustifolium,AM; no others,,,
Trifolium_arvense,AM; others not addressed,,,
Trifolium_arvense,AM; others not addressed,,,
Trifolium_arvense,AM; no others,,,
Trifolium_arvense,AM; no others,,,
Trifolium_aureum,AM; others not addressed,,,
Trifolium_aureum,AM; others not addressed,,,
Trifolium_aureum,AM; no others,,,
Trifolium_badium,AM; others not addressed,,,
Trifolium_badium,AM; others not addressed,,,
Trifolium_badium,AM; others not addressed,,,
Trifolium_campestre,non-mycorrhizal (checked for all types),,,
Trifolium_canescens,AM; others not addressed,,,
Trifolium_canescens,AM; others not addressed,,,
Trifolium_canescens,AM; others not addressed,,,
Trifolium_canescens,AM; others not addressed,,,
Trifolium_canescens,AM; others not addressed,,,
Trifolium_canescens,AM; others not addressed,,,
Trifolium_dasyphyllum,non-mycorrhizal (checked for all types),,,
Trifolium_dubium,AM; others not addressed,,,
Trifolium_dubium,AM; others not addressed,,,
Trifolium_dubium,AM; others not addressed,,,
Trifolium_dubium,AM; others not addressed,,,
Trifolium_dubium,AM; others not addressed,,,
Trifolium_dubium,AM; others not addressed,,,
Trifolium_dubium,AM; no others,,,
Trifolium_fragiferum,AM; others not addressed,,,
Trifolium_fragiferum,non-mycorrhizal (checked for all types),,,
Trifolium_fragiferum,AM; no others,,,
Trifolium_fragiferum,AM; no others,,,
Trifolium_glomeratum,AM; others not addressed,,,
Trifolium_glomeratum,AM; no others,,,
Trifolium_haydenii,AM; no others,,,
Trifolium_haydenii,AM; no others,,,
Trifolium_hybridum,AM; others not addressed,,,
Trifolium_hybridum,AM; others not addressed,,,
Trifolium_hybridum,AM; others not addressed,,,
Trifolium_hybridum,AM; others not addressed,,,
Trifolium_hybridum,AM; others not addressed,,,
Trifolium_hybridum,AM; others not addressed,,,
Trifolium_hybridum,non-mycorrhizal (checked for all types),,,
Trifolium_lupinaster,AM; others not addressed,,,
Trifolium_lupinaster,AM; others not addressed,,,
Trifolium_lupinaster,AM; others not addressed,,,
Trifolium_lupinaster,AM; others not addressed,,,
Trifolium_lupinaster,AM; others not addressed,,,
Trifolium_lupinaster,AM; others not addressed,,,
Trifolium_lupinaster,AM; others not addressed,,,
Trifolium_lupinaster,AM; no others,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_medium,AM; no others,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_medium,AM; others not addressed,,,
Trifolium_parryi,non-mycorrhizal (checked for all types),,,
Trifolium_parryi,AM; no others,,,
Trifolium_polyphyllum,AM; others not addressed,,,
Trifolium_polyphyllum,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; no others,,,
Trifolium_pratense,AM; no others,,,
Trifolium_pratense,AM; no others,,,
Trifolium_pratense,AM; no others,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,non-mycorrhizal (checked for all types),,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_pratense,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; no others,,,
Trifolium_repens,AM; no others,,,
Trifolium_repens,AM; no others,,,
Trifolium_repens,AM; no others,,,
Trifolium_repens,AM; no others,,,
Trifolium_repens,AM; no others,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; no others,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_repens,AM; others not addressed,,,
Trifolium_resupinatum,AM; others not addressed,,,
Trifolium_spadiceum,AM; others not addressed,AM,4,1
Trifolium_stellatum,non-mycorrhizal (checked for all types),NM,1,1
Trifolium_subterraneum,AM; others not addressed,AM,6,0.833333333
Tripodion_tetraphyllum,AM; no others,AM,1,1
Ulex_europaeus,AM; others not addressed,AM,3,1
Ulex_gallii,non-mycorrhizal (checked for all types),NM,1,1
Uraria_cylindracea,AM; no others,AM,2,1
Vicia_americana,AM; others not addressed,AM,,1
