"","x"
"2898","Melissotarsini"
"2899","Basicerotini"
"2900","Basicerotini"
"2901","Basicerotini"
"2902","Basicerotini"
"2903","Basicerotini"
"2904","Tetramoriini"
"2905","Ectatommini"
"2906","Ectatommini"
"2907","Ectatommini"
"2908","Ectatommini"
"2909","Ectatommini"
"2910","Ectatommini"
"2911","Ectatommini"
"2912","Ectatommini"
"2913","Ectatommini"
"2914","Ectatommini"
"2915","Ectatommini"
"2916","Ectatommini"
"2917","Ectatommini"
"2918","Ectatommini"
"2919","Ectatommini"
"2920","Ectatommini"
"2921","Ectatommini"
"2922","Ectatommini"
"2923","Ectatommini"
"2924","Ectatommini"
"2925","Ectatommini"
"2926","Ectatommini"
"2927","Ectatommini"
"2928","Ectatommini"
"2929",NA
"2930","Stenammini"
"2931","Stenammini"
"2932","Stenammini"
"2933","Stenammini"
"2934","Formicoxenini"
"2935",NA
"2936",NA
"2937","Formicini"
"2938","Formicini"
"2939",NA
"2940","Attini"
"2941","Attini"
"2942","Attini"
"2943","Attini"
"2944","Attini"
"2945","Sicilomyrmecini"
"2946","Ponerini"
"2947","Ponerini"
"2948","Ponerini"
"2949","Ponerini"
"2950",NA
"2951","Ponerini"
"2952",NA
"2953","Solenopsidini"
"2954","Solenopsidini"
"2955","Solenopsidini"
"2956","Solenopsidini"
"2957","Solenopsidini"
"2958","Solenopsidini"
"2959","Solenopsidini"
"2960","Solenopsidini"
"2961","Solenopsidini"
"2962","Solenopsidini"
"2963",NA
"2964",NA
"2965","Solenopsidini"
"2966","Solenopsidini"
"2967","Solenopsidini"
"2968","Solenopsidini"
"2969","Solenopsidini"
"2970","Solenopsidini"
"2971",NA
"2972","Solenopsidini"
"2973","Solenopsidini"
"2974","Solenopsidini"
"2975","Solenopsidini"
"2976","Solenopsidini"
"2977","Solenopsidini"
"2978",NA
"2979","Solenopsidini"
"2980","Solenopsidini"
"2981","Solenopsidini"
"2982","Solenopsidini"
"2983","Solenopsidini"
"2984",NA
"2985","Solenopsidini"
"2986","Solenopsidini"
"2987","Solenopsidini"
"2988","Solenopsidini"
"2989","Solenopsidini"
"2990","Solenopsidini"
"2991","Solenopsidini"
"2992","Solenopsidini"
"2993","Solenopsidini"
"2994",NA
"2995","Solenopsidini"
"2996","Solenopsidini"
"2997","Solenopsidini"
"2998","Solenopsidini"
"2999","Solenopsidini"
"3000","Solenopsidini"
"3001","Solenopsidini"
"3002",NA
"3003","Solenopsidini"
"3004","Solenopsidini"
"3005",NA
"3006","Solenopsidini"
"3007","Solenopsidini"
"3008","Solenopsidini"
"3009","Solenopsidini"
"3010",NA
"3011","Solenopsidini"
"3012","Solenopsidini"
"3013","Solenopsidini"
"3014","Cerapachyini"
"3015",NA
"3016","Stegomyrmecini"
"3017","Stegomyrmecini"
"3018",NA
"3019","Stenammini"
"3020","Stenammini"
"3021","Stenammini"
"3022","Stenammini"
"3023","Stenammini"
"3024",NA
"3025","Stenammini"
"3026","Stenammini"
"3027","Stenammini"
"3028","Stenammini"
"3029","Stenammini"
"3030","Stenammini"
"3031","Stenammini"
"3032","Stenammini"
"3033","Stenammini"
"3034","Stenammini"
"3035",NA
"3036","Formicoxenini"
"3037",NA
"3038",NA
"3039",NA
"3040",NA
"3041",NA
"3042",NA
"3043",NA
"3044",NA
"3045",NA
"3046","Ponerini"
"3047",NA
"3048","Tetramoriini"
"3049","Tetramoriini"
"3050","Tetramoriini"
"3051","Tetramoriini"
"3052","Tetramoriini"
"3053","Tetramoriini"
"3054","Tetramoriini"
"3055","Tetramoriini"
"3056","Tetramoriini"
"3057","Tetramoriini"
"3058",NA
"3059",NA
"3060",NA
"3061",NA
"3062",NA
"3063","Dacetonini"
"3064",NA
"3065",NA
"3066",NA
"3067",NA
"3068",NA
"3069",NA
"3070","Dacetonini"
"3071",NA
"3072","Dacetonini"
"3073","Dacetonini"
"3074",NA
"3075",NA
"3076",NA
"3077","Dacetonini"
"3078","Dacetonini"
"3079","Dacetonini"
"3080","Dacetonini"
"3081",NA
"3082","Dacetonini"
"3083","Dacetonini"
"3084",NA
"3085",NA
"3086",NA
"3087","Dacetonini"
"3088",NA
"3089","Dacetonini"
"3090","Dacetonini"
"3091",NA
"3092","Dacetonini"
"3093",NA
"3094","Dacetonini"
"3095",NA
"3096",NA
"3097","Dacetonini"
"3098",NA
"3099","Dacetonini"
"3100",NA
"3101","Dacetonini"
"3102",NA
"3103","Dacetonini"
"3104","Dacetonini"
"3105",NA
"3106","Dacetonini"
"3107",NA
"3108","Dacetonini"
"3109","Dacetonini"
"3110","Dacetonini"
"3111",NA
"3112",NA
"3113",NA
"3114","Dacetonini"
"3115",NA
"3116",NA
"3117","Dacetonini"
"3118",NA
"3119",NA
"3120",NA
"3121",NA
"3122",NA
"3123","Dacetonini"
"3124",NA
"3125",NA
"3126",NA
"3127","Dacetonini"
"3128","Dacetonini"
"3129",NA
"3130","Dacetonini"
"3131","Dacetonini"
"3132",NA
"3133","Dacetonini"
"3134","Dacetonini"
"3135","Dacetonini"
"3136",NA
"3137",NA
"3138","Dacetonini"
"3139","Dacetonini"
"3140","Dacetonini"
"3141",NA
"3142","Dacetonini"
"3143","Dacetonini"
"3144",NA
"3145","Dacetonini"
"3146",NA
"3147",NA
"3148",NA
"3149","Dacetonini"
"3150",NA
"3151","Dacetonini"
"3152",NA
"3153",NA
"3154",NA
"3155",NA
"3156","Dacetonini"
"3157","Dacetonini"
"3158",NA
"3159",NA
"3160",NA
"3161",NA
"3162","Basicerotini"
"3163",NA
"3164",NA
"3165",NA
"3166",NA
"3167",NA
"3168",NA
"3169",NA
"3170",NA
"3171",NA
"3172",NA
"3173",NA
"3174",NA
"3175",NA
"3176",NA
"3177",NA
"3178",NA
"3179",NA
"3180",NA
"3181",NA
"3182",NA
"3183",NA
"3184",NA
"3185",NA
"3186",NA
"3187",NA
"3188",NA
"3189",NA
"3190",NA
"3191",NA
"3192","Agroecomyrmecini"
"3193",NA
"3194",NA
"3195",NA
"3196",NA
"3197",NA
"3198",NA
"3199",NA
"3200",NA
"3201",NA
"3202",NA
"3203",NA
"3204",NA
"3205",NA
"3206",NA
"3207",NA
"3208",NA
"3209",NA
"3210",NA
"3211",NA
"3212",NA
"3213",NA
"3214",NA
"3215",NA
"3216",NA
"3217",NA
"3218",NA
"3219",NA
"3220",NA
"3221",NA
"3222",NA
"3223",NA
"3224",NA
"3225",NA
"3226",NA
"3227",NA
"3228",NA
"3229",NA
"3230",NA
"3231",NA
"3232",NA
"3233",NA
"3234",NA
"3235",NA
"3236",NA
"3237",NA
"3238",NA
"3239",NA
"3240",NA
"3241",NA
"3242",NA
"3243",NA
"3244",NA
"3245",NA
"3246",NA
"3247",NA
"3248",NA
"3249",NA
"3250",NA
"3251",NA
"3252",NA
"3253",NA
"3254",NA
"3255",NA
"3256",NA
"3257",NA
"3258",NA
"3259",NA
"3260",NA
"3261",NA
"3262",NA
"3263",NA
"3264",NA
"3265",NA
"3266",NA
"3267",NA
"3268",NA
"3269",NA
"3270",NA
"3271",NA
"3272",NA
"3273",NA
"3274",NA
"3275",NA
"3276",NA
"3277",NA
"3278",NA
"3279",NA
"3280",NA
"3281",NA
"3282",NA
"3283",NA
"3284",NA
"3285",NA
"3286",NA
"3287",NA
"3288",NA
"3289",NA
"3290","Tetramoriini"
"3291",NA
"3292","Tetramoriini"
"3293",NA
"3294",NA
"3295",NA
"3296",NA
"3297",NA
"3298",NA
"3299",NA
"3300","Tetramoriini"
"3301",NA
"3302","Tetramoriini"
"3303",NA
"3304",NA
"3305","Tetramoriini"
"3306","Tetramoriini"
"3307",NA
"3308","Tetramoriini"
"3309","Tetramoriini"
"3310","Tetramoriini"
"3311",NA
"3312","Tetramoriini"
"3313",NA
"3314",NA
"3315","Tetramoriini"
"3316","Tetramoriini"
"3317","Tetramoriini"
"3318","Tetramoriini"
"3319","Tetramoriini"
"3320","Tetramoriini"
"3321",NA
"3322","Tetramoriini"
"3323",NA
"3324","Tetramoriini"
"3325","Tetramoriini"
"3326","Tetramoriini"
"3327",NA
"3328",NA
"3329","Tetramoriini"
"3330","Tetramoriini"
"3331",NA
"3332","Tetramoriini"
"3333","Tetramoriini"
"3334","Tetramoriini"
"3335",NA
"3336","Tetramoriini"
"3337","Tetramoriini"
"3338","Tetramoriini"
"3339","Tetramoriini"
"3340","Tetramoriini"
"3341","Tetramoriini"
"3342",NA
"3343",NA
"3344",NA
"3345","Tetramoriini"
"3346","Tetramoriini"
"3347",NA
"3348","Tetramoriini"
"3349","Tetramoriini"
"3350","Tetramoriini"
"3351",NA
"3352","Tetramoriini"
"3353","Tetramoriini"
"3354",NA
"3355","Tetramoriini"
"3356",NA
"3357",NA
"3358",NA
"3359",NA
"3360","Tetramoriini"
"3361",NA
"3362","Tetramoriini"
"3363","Tetramoriini"
"3364",NA
"3365","Tetramoriini"
"3366","Tetramoriini"
"3367","Tetramoriini"
"3368",NA
"3369","Tetramoriini"
"3370","Tetramoriini"
"3371","Tetramoriini"
"3372",NA
"3373",NA
"3374","Tetramoriini"
"3375",NA
"3376",NA
"3377",NA
"3378","Tetramoriini"
"3379","Tetramoriini"
"3380",NA
"3381",NA
"3382","Tetramoriini"
"3383",NA
"3384",NA
"3385","Tetramoriini"
"3386","Tetramoriini"
"3387","Tetramoriini"
"3388",NA
"3389",NA
"3390","Tetramoriini"
"3391","Tetramoriini"
"3392",NA
"3393","Tetramoriini"
"3394","Tetramoriini"
"3395",NA
"3396",NA
"3397",NA
"3398",NA
"3399",NA
"3400",NA
"3401","Tetramoriini"
"3402",NA
"3403","Tetramoriini"
"3404","Tetramoriini"
"3405","Tetramoriini"
"3406",NA
"3407","Tetramoriini"
"3408","Tetramoriini"
"3409",NA
"3410",NA
"3411","Tetramoriini"
"3412",NA
"3413","Tetramoriini"
"3414","Tetramoriini"
"3415","Tetramoriini"
"3416","Tetramoriini"
"3417",NA
"3418","Tetramoriini"
"3419",NA
"3420","Tetramoriini"
"3421",NA
"3422","Tetramoriini"
"3423","Tetramoriini"
"3424","Tetramoriini"
"3425","Tetramoriini"
"3426",NA
"3427",NA
"3428","Tetramoriini"
"3429","Tetramoriini"
"3430",NA
"3431","Tetramoriini"
"3432",NA
"3433",NA
"3434",NA
"3435",NA
"3436",NA
"3437",NA
"3438",NA
"3439",NA
"3440",NA
"3441",NA
"3442",NA
"3443",NA
"3444",NA
"3445",NA
"3446",NA
"3447",NA
"3448",NA
"3449",NA
"3450",NA
"3451","Thaumatomyrmecini"
"3452",NA
"3453","Thaumatomyrmecini"
"3454","Thaumatomyrmecini"
"3455",NA
"3456","Thaumatomyrmecini"
"3457",NA
"3458",NA
"3459",NA
"3460","Attini"
"3461",NA
"3462","Attini"
"3463",NA
"3464",NA
"3465","Attini"
"3466","Attini"
"3467",NA
"3468","Attini"
"3469","Attini"
"3470","Attini"
"3471",NA
"3472","Attini"
"3473","Attini"
"3474","Attini"
"3475","Attini"
"3476","Attini"
"3477","Attini"
"3478","Attini"
"3479","Attini"
"3480","Attini"
"3481","Attini"
"3482","Ochetomyrmecini"
"3483","Ochetomyrmecini"
"3484","Ochetomyrmecini"
"3485","Ochetomyrmecini"
"3486",NA
"3487",NA
"3488",NA
"3489",NA
"3490",NA
"3491",NA
"3492",NA
"3493",NA
"3494","Typhlomyrmecini"
"3495","Typhlomyrmecini"
"3496",NA
"3497",NA
"3498",NA
"3499",NA
"3500",NA
"3501",NA
"3502",NA
"3503",NA
"3504",NA
"3505","Metaponini"
"3506",NA
"3507","Metaponini"
"3508",NA
"3509",NA
"3510",NA
"3511","Metaponini"
"3512","Metaponini"
"3513","Metaponini"
"3514","Metaponini"
"3515",NA
"3516","Metaponini"
"3517",NA
"3518","Metaponini"
"3519",NA
"3520","Metaponini"
"3521",NA
"3522",NA
"3523",NA
"3524","Formicoxenini"
"3525",NA
"3526","Blepharidattini"
"3527","Blepharidattini"
"3528","Blepharidattini"
"3529","Blepharidattini"
"3530","Blepharidattini"
"3531","Metaponini"
"3532","Leptanillini"
"3533","Leptanillini"
"3534",NA
"3535",NA
"3536",NA
"3537",NA
"3538",NA
