"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff"
"Desmodium rubrum",1,0,0,9.04e+11,17.41437083,17.41437083,0,0,"Desmodium rubrum","Desmodium rubrum","Encyclopedia of Life",0.988,2,TRUE
"Desmodium sandwicense",1,2,8.21e+11,16858731371,20.26898313,20.26898313,0,0,"Desmodium sandwicense","Desmodium sandwicense","Encyclopedia of Life",0.988,2,TRUE
"Desmodium scorpiurus",1,12,9.58e+12,6.51e+11,-1.778624,1.778624,0,1,"Desmodium scorpiurus","Desmodium scorpiurus","Wikispecies",0.988,2,TRUE
"Desmodium sequax",1,1,2055545262,8.68e+12,11.54590913,11.54590913,0,2,"Desmodium sequax","Desmodium sequax","Encyclopedia of Life",0.988,2,TRUE
"Desmodium sessilifolium",1,0,0,2.04e+12,37.37005897,37.37005897,0,0,"Desmodium sessilifolium","Desmodium sessilifolium","Wikispecies",0.988,2,TRUE
"Desmodium setigerum",1,0,0,1.71e+13,-6.95396836,6.95396836,0,0,"Desmodium setigerum","Desmodium setigerum","Wikispecies",0.988,2,TRUE
"Desmodium styracifolium",1,0,0,9.35e+12,10.02697589,10.02697589,0,2,"Desmodium styracifolium","Desmodium styracifolium","Encyclopedia of Life",0.988,2,TRUE
"Desmodium tanganyikense",1,0,0,6.56e+12,-9.33357325,9.33357325,0,0,"Desmodium tanganyikense","Desmodium tanganyikense","Wikispecies",0.988,2,TRUE
"Desmodium tortuosum",1,28,2.92e+13,1.34e+13,13.2606484,13.2606484,0,4,"Desmodium tortuosum","Desmodium tortuosum","Wikispecies",0.988,2,TRUE
"Desmodium trichocaulon",1,1,19318630193,NA,NA,NA,0.06779661,0,"Desmodium trichocaulon","Desmodium trichocaulon","Encyclopedia of Life",0.988,2,TRUE
"Desmodium trichostachyum",1,0,0,8.54e+12,-8.21623865,8.21623865,0,0,"Desmodium trichostachyum","Desmodium trichostachyum","Wikispecies",0.988,2,TRUE
"Desmodium triflorum",1,10,1.02e+12,4.04e+13,9.73691382,9.73691382,0,5,"Desmodium triflorum","Desmodium triflorum","Freebase",0.988,2,TRUE
"Desmodium uncinatum",1,6,7.27e+12,6.91e+11,3.81233789,3.81233789,0,1,"Desmodium uncinatum","Desmodium uncinatum","Wikispecies",0.988,2,TRUE
"Desmodium varians",1,0,0,2.83e+12,-34.37258831,34.37258831,0.06779661,0,"Desmodium varians","Desmodium varians","Wikispecies",0.988,2,TRUE
"Desmodium viridiflorum",1,0,0,1.92e+12,32.75888977,32.75888977,0,0,"Desmodium viridiflorum","Desmodium viridiflorum","Wikispecies",0.988,2,TRUE
"Desmodium zonatum",1,0,0,7.21e+12,6.96492358,6.96492358,0,0,"Desmodium zonatum","Desmodium zonatum","Encyclopedia of Life",0.988,2,TRUE
"Dewevrea bilabiata",1,0,0,3.41e+12,1.65774353,1.65774353,0,2,"Dewevrea bilabiata","Dewevrea bilabiata","Wikispecies",0.988,2,TRUE
"Dialium englerianum",1,0,0,6.09e+12,-11.73953808,11.73953808,0,2,"Dialium englerianum","Dialium englerianum","Wikispecies",0.988,2,TRUE
"Dialium guianense",0,1,1.28e+11,NA,NA,NA,0,0,"Dialium guianense","Dialium guianense","Wikispecies",0.988,2,TRUE
"Dialium pachyphyllum",0,0,0,5.23e+12,0.2945389,0.2945389,0,2,"Dialium pachyphyllum","Dialium pachyphyllum","Wikispecies",0.988,2,TRUE
"Dialium schlechteri",1,0,0,3.46e+12,-21.3733595,21.3733595,0,0,"Dialium schlechteri","Dialium schlechteri","Wikispecies",0.988,2,TRUE
"Dialium zenkeri",1,0,0,2.82e+12,1.30064072,1.30064072,0,1,"Dialium zenkeri","Dialium zenkeri","Wikispecies",0.988,2,TRUE
"Dicerma biarticulatum",1,0,0,2.11e+13,8.38964471,8.38964471,0,0,"Dicerma biarticulatum","Dicerma biarticulatum","Encyclopedia of Life",0.988,2,TRUE
"Dichilus lebeckioides",1,0,0,4.46e+12,-24.52231448,24.52231448,0,0,"Dichilus lebeckioides","Dichilus lebeckioides","Wikispecies",0.988,2,TRUE
"Dichilus pilosus",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Dichilus pilosus","Dichilus pilosus","Wikispecies",0.988,2,TRUE
"Dichilus strictus",1,0,0,2.7e+12,-27.53376098,27.53376098,0,0,"Dichilus strictus","Dichilus strictus","Wikispecies",0.988,2,TRUE
"Dichrostachys spicata",1,0,0,5.61e+12,-23.16077529,23.16077529,0.008,0,"Dichrostachys spicata","Dichrostachys spicata","Wikispecies",0.988,2,TRUE
"Dicorynia guianensis",0,0,0,4.39e+11,4.40767396,4.40767396,0,0,"Dicorynia guianensis","Dicorynia guianensis","Wikispecies",0.988,2,TRUE
"Dicorynia paraensis",1,0,0,NA,NA,NA,0,0,"Dicorynia paraensis","Dicorynia paraensis","Wikispecies",0.988,2,TRUE
"Dicymbe altsonii",0,0,0,NA,NA,NA,0,0,"Dicymbe altsonii","Dicymbe altsonii","Wikispecies",0.988,2,TRUE
"Didelotia africana",0,0,0,1.63e+12,6.87712086,6.87712086,0,1,"Didelotia africana","Didelotia africana","Wikispecies",0.988,2,TRUE
"Dillwynia brunioides",1,0,0,8.02e+11,-32.17021086,32.17021086,0,0,"Dillwynia brunioides","Dillwynia brunioides","Wikispecies",0.988,2,TRUE
"Dillwynia cinerascens",1,0,0,2.08e+12,-36.84160801,36.84160801,0,0,"Dillwynia cinerascens","Dillwynia cinerascens","Wikispecies",0.988,2,TRUE
"Dillwynia divaricata",1,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Dillwynia divaricata","Dillwynia divaricata","Wikispecies",0.988,2,TRUE
"Dillwynia floribunda",1,0,0,2.53e+12,-25.79163463,25.79163463,0,0,"Dillwynia floribunda","Dillwynia floribunda","Wikispecies",0.988,2,TRUE
"Dillwynia glaberrima",1,1,7.94e+12,3.81e+12,-34.81475557,34.81475557,0,1,"Dillwynia glaberrima","Dillwynia glaberrima","Wikispecies",0.988,2,TRUE
"Dillwynia hispida",1,0,0,2.01e+12,-31.74043124,31.74043124,0,0,"Dillwynia hispida","Dillwynia hispida","Wikispecies",0.988,2,TRUE
"Dillwynia juniperina",1,0,0,2.76e+12,-26.81043334,26.81043334,0,1,"Dillwynia juniperina","Dillwynia juniperina","Wikispecies",0.988,2,TRUE
"Dillwynia ramosissima",1,0,0,1.03e+12,-33.25127933,33.25127933,0,0,"Dillwynia ramosissima","Dillwynia ramosissima","Wikispecies",0.988,2,TRUE
"Dillwynia retorta",1,0,0,2.53e+12,-25.79163463,25.79163463,0,1,"Dillwynia retorta","Dillwynia retorta","Wikispecies",0.988,2,TRUE
"Dillwynia uncinata",1,0,0,3.74e+12,-27.47731878,27.47731878,0,0,"Dillwynia uncinata","Dillwynia uncinata","Wikispecies",0.988,2,TRUE
"Dimorphandra campinarum",1,0,0,2.8e+12,-4.11243055,4.11243055,0,0,"Dimorphandra campinarum","Dimorphandra campinarum","Wikispecies",0.988,2,TRUE
"Dimorphandra caudata",1,0,0,2.8e+12,-4.11243055,4.11243055,0,0,"Dimorphandra caudata","Dimorphandra caudata","Wikispecies",0.988,2,TRUE
"Dimorphandra coccinea",1,0,0,1.57e+12,-4.18918209,4.18918209,0,0,"Dimorphandra coccinea","Dimorphandra coccinea","Encyclopedia of Life",0.988,2,TRUE
"Dimorphandra conjugata",1,0,0,3.56e+11,4.52118287,4.52118287,0,0,"Dimorphandra conjugata","Dimorphandra conjugata","Wikispecies",0.988,2,TRUE
"Dimorphandra davisii",1,0,0,1.12e+12,6.68316123,6.68316123,0,0,"Dimorphandra davisii","Dimorphandra davisii","Wikispecies",0.988,2,TRUE
"Dimorphandra exaltata",1,0,0,6.31e+11,-18.71806546,18.71806546,0,0,"Dimorphandra exaltata","Dimorphandra exaltata","Wikispecies",0.988,2,TRUE
"Dimorphandra jorgei",1,0,0,6.34e+11,-15.95420113,15.95420113,0,0,"Dimorphandra jorgei","Dimorphandra jorgei","Wikispecies",0.988,2,TRUE
"Dimorphandra macrostachya",1,0,0,6.49e+12,-0.10520768,0.10520768,0,0,"Dimorphandra macrostachya","Dimorphandra macrostachya","Wikispecies",0.988,2,TRUE
"Dimorphandra mollis",1,0,0,3.57e+12,-5.13919271,5.13919271,0,2,"Dimorphandra mollis","Dimorphandra mollis","Wikispecies",0.988,2,TRUE
"Dimorphandra parviflora",1,0,0,3.94e+12,-6.17707812,6.17707812,0,0,"Dimorphandra parviflora","Dimorphandra parviflora","Wikispecies",0.988,2,TRUE
"Dimorphandra vernicosa",1,0,0,3.84e+12,2.79969362,2.79969362,0,0,"Dimorphandra vernicosa","Dimorphandra vernicosa","Wikispecies",0.988,2,TRUE
"Dimorphandra wilsonii",1,0,0,5.87e+11,-18.45197695,18.45197695,0,0,"Dimorphandra wilsonii","Dimorphandra wilsonii","Wikispecies",0.988,2,TRUE
"Dinizia excelsa",0,1,51064226252,1.24e+12,-4.035679,4.035679,0,0,"Dinizia excelsa","Dinizia excelsa","Wikispecies",0.988,2,TRUE
"Dioclea bicolor",1,0,0,9.47e+12,0.09030687,0.09030687,0,0,"Dioclea bicolor","Dioclea bicolor","Wikispecies",0.988,2,TRUE
"Dioclea glabra",1,0,0,NA,NA,NA,0,0,"Dioclea glabra","Dioclea glabra","Wikispecies",0.988,2,TRUE
"Dioclea guianensis",1,0,0,2.52e+12,5.09685463,5.09685463,0,0,"Dioclea guianensis","Dioclea guianensis","Wikispecies",0.988,2,TRUE
"Dioclea macrocarpa",1,0,0,1.24e+13,-2.43929142,2.43929142,0,0,"Dioclea macrocarpa","Dioclea macrocarpa","Wikispecies",0.988,2,TRUE
"Dioclea malacocarpa",1,0,0,NA,NA,NA,0,0,"Dioclea malacocarpa","Dioclea malacocarpa","Wikispecies",0.988,2,TRUE
"Dioclea sericea",1,0,0,NA,NA,NA,0,0,"Dioclea sericea","Dioclea sericea","Wikispecies",0.988,2,TRUE
"Dioclea violacea",1,2,18914276633,1.02e+13,-1.26500336,1.26500336,0,0,"Dioclea violacea","Dioclea violacea","Encyclopedia of Life",0.988,2,TRUE
"Dioclea virgata",1,4,2.55e+12,1.74e+13,3.21793533,3.21793533,0,1,"Dioclea virgata","Dioclea virgata","Wikispecies",0.988,2,TRUE
"Diphysa americana",1,2,6.08e+11,6.2e+11,14.96718777,14.96718777,0,0,"Diphysa americana","Diphysa americana","Wikispecies",0.988,2,TRUE
"Diphysa carthagenensis",1,0,0,NA,NA,NA,0,0,"Diphysa carthagenensis","Diphysa carthagenensis","Wikispecies",0.988,2,TRUE
"Diplotropis brasiliensis",1,0,0,NA,NA,NA,0,0,"Diplotropis brasiliensis","Diplotropis brasiliensis","Wikispecies",0.988,2,TRUE
"Diplotropis incexis",1,0,0,NA,NA,NA,0,0,"Diplotropis incexis","Diplotropis incexis","Wikispecies",0.988,2,TRUE
"Diplotropis purpurea",1,0,0,1.22e+13,-2.54010289,2.54010289,0,0,"Diplotropis purpurea","Diplotropis purpurea","Wikispecies",0.988,2,TRUE
"Diplotropis triloba",1,0,0,NA,NA,NA,0,0,"Diplotropis triloba","Diplotropis triloba","Wikispecies",0.988,2,TRUE
"Dipogon lignosus",1,7,1.95e+13,2.67e+12,-25.48651667,25.48651667,0,1,"Dipogon lignosus","Dipogon lignosus","Wikispecies",0.988,2,TRUE
"Dipteryx magnifica",0,0,0,3.71e+12,-0.36868129,0.36868129,0,2,"Dipteryx magnifica","Dipteryx magnifica","Wikispecies",0.988,2,TRUE
"Dipteryx odorata",0,1,28916420.55,6.95e+12,-2.86273331,2.86273331,0,7,"Dipteryx odorata","Dipteryx odorata","Wikispecies",0.988,2,TRUE
"Dipteryx punctata",0,3,1.98e+12,5.89e+12,0.45932517,0.45932517,0,2,"Dipteryx punctata","Dipteryx punctata","Wikispecies",0.988,2,TRUE
"Diptychandra aurantiaca",0,0,0,NA,NA,NA,0,0,"Diptychandra aurantiaca","Diptychandra aurantiaca","Wikispecies",0.988,2,TRUE
"Discolobium leptophyllum",1,0,0,NA,NA,NA,0.123931624,0,"Discolobium leptophyllum","Discolobium leptophyllum","Wikispecies",0.988,2,TRUE
"Distemonanthus benthamianus",0,0,0,2.45e+12,7.61599512,7.61599512,0,3,"Distemonanthus benthamianus","Distemonanthus benthamianus","Wikispecies",0.988,2,TRUE
"Dolichopsis paraguariensis",1,0,0,NA,NA,NA,0.049853372,0,"Dolichopsis paraguariensis","Dolichopsis paraguariensis","Wikispecies",0.988,2,TRUE
"Dolichos angustifolius",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Dolichos angustifolius","Dolichos angustifolius","Wikispecies",0.988,2,TRUE
"Dolichos falciformis",1,0,0,2.69e+12,-26.02431623,26.02431623,0,0,"Dolichos falciformis","Dolichos falciformis","Wikispecies",0.988,2,TRUE
"Dolichos junghuhnianus",1,0,0,3.15e+12,8.45259577,8.45259577,0,0,"Dolichos junghuhnianus","Dolichos junghuhnianus","Wikispecies",0.988,2,TRUE
"Dolichos kilimandscharicus",1,0,0,8.47e+12,-1.02556409,1.02556409,0,1,"Dolichos kilimandscharicus","Dolichos kilimandscharicus","Wikispecies",0.988,2,TRUE
"Dolichos linearis",1,0,0,3.48e+12,-23.86102812,23.86102812,0,0,"Dolichos linearis","Dolichos linearis","Wikispecies",0.988,2,TRUE
"Dolichos oliveri",1,0,0,5.79e+12,-5.82470511,5.82470511,0,0,"Dolichos oliveri","Dolichos oliveri","Wikispecies",0.988,2,TRUE
"Dolichos sericeus",1,0,0,1.43e+13,-0.3554067,0.3554067,0,0,"Dolichos sericeus","Dolichos sericeus","Wikispecies",0.988,2,TRUE
"Dolichos trilobus",1,0,0,3.23e+13,13.35202591,13.35202591,0,2,"Dolichos trilobus","Dolichos trilobus","Wikispecies",0.988,2,TRUE
"Dolichos trinervatus",1,0,0,6.56e+12,-9.33357325,9.33357325,0,0,"Dolichos trinervatus","Dolichos trinervatus","Wikispecies",0.988,2,TRUE
"Dorycnium hirsutum",1,2,2.68e+11,6.88e+12,38.36405453,38.36405453,0,2,"Dorycnium hirsutum","Dorycnium hirsutum","Wikispecies",0.988,2,TRUE
"Dorycnium pentaphyllum",1,2,2.68e+11,6.96e+12,39.33877667,39.33877667,0,2,"Dorycnium pentaphyllum","Dorycnium pentaphyllum","Wikispecies",0.988,2,TRUE
"Dorycnium rectum",1,0,0,7.19e+12,37.65614101,37.65614101,0,1,"Dorycnium rectum","Dorycnium rectum","Wikispecies",0.988,2,TRUE
"Dorycnium strictum",1,0,0,7.86e+12,46.87885592,46.87885592,0,0,"Dorycnium strictum","Dorycnium strictum","Encyclopedia of Life",0.988,2,TRUE
"Droogmansia pteropus",1,0,0,6.58e+12,-9.30933204,9.30933204,0,1,"Droogmansia pteropus","Droogmansia pteropus","National Center for Biotechnology Information",0.988,2,TRUE
"Dumasia truncata",1,0,0,7.97e+11,34.22012299,34.22012299,0,0,"Dumasia truncata","Dumasia truncata","Wikispecies",0.988,2,TRUE
"Dumasia villosa",1,0,0,2.49e+13,7.31191747,7.31191747,0,2,"Dumasia villosa","Dumasia villosa","Wikispecies",0.988,2,TRUE
"Dunbaria circinalis",1,0,0,4.46e+12,16.08114269,16.08114269,0,0,"Dunbaria circinalis","Dunbaria circinalis","Wikispecies",0.988,2,TRUE
"Dunbaria nivea",1,0,0,1.33e+13,11.33380272,11.33380272,0,3,"Dunbaria nivea","Dunbaria nivea","Wikispecies",0.988,2,TRUE
"Dunbaria villosa",1,0,0,7.12e+12,17.86648818,17.86648818,0,1,"Dunbaria villosa","Dunbaria villosa","Wikispecies",0.988,2,TRUE
"Duparquetia orchidacea",0,0,0,5.86e+12,3.72194734,3.72194734,0,0,"Duparquetia orchidacea","Duparquetia orchidacea","Wikispecies",0.988,2,TRUE
"Dussia martinicensis",1,0,0,NA,NA,NA,0,0,"Dussia martinicensis","Dussia martinicensis","Wikispecies",0.988,2,TRUE
"Dysolobium apioides",1,0,0,4.12e+11,15.98486319,15.98486319,0,0,"Dysolobium apioides","Dysolobium apioides","Wikispecies",0.988,2,TRUE
"Ebenopsis confinis",1,0,0,66275824795,19.13108596,19.13108596,0,0,"Ebenopsis confinis","Ebenopsis confinis","Wikispecies",0.988,2,TRUE
"Ebenus pinnata",1,0,0,4.49e+12,28.32858923,28.32858923,0,0,"Ebenus pinnata","Ebenus pinnata","Wikispecies",0.988,2,TRUE
"Ebenus stellata",0,0,0,3.91e+12,27.78138935,27.78138935,0,0,"Ebenus stellata","Ebenus stellata","Wikispecies",0.988,2,TRUE
"Elephantorrhiza burkei",1,0,0,4.43e+12,-22.39120596,22.39120596,0,0,"Elephantorrhiza burkei","Elephantorrhiza burkei","Wikispecies",0.988,2,TRUE
"Elephantorrhiza goetzei",1,0,0,7.48e+12,-19.73226354,19.73226354,0,0,"Elephantorrhiza goetzei","Elephantorrhiza goetzei","Wikispecies",0.988,2,TRUE
"Elephantorrhiza suffruticosa",1,0,0,3.22e+12,-17.09780157,17.09780157,0,0,"Elephantorrhiza suffruticosa","Elephantorrhiza suffruticosa","Wikispecies",0.988,2,TRUE
"Elizabetha bicolor",0,0,0,2.8e+12,-4.11243055,4.11243055,0,0,"Elizabetha bicolor","Elizabetha bicolor","Wikispecies",0.988,2,TRUE
"Elizabetha coccinea",1,0,0,2.15e+12,0.80036981,0.80036981,0,1,"Elizabetha coccinea","Elizabetha coccinea","Wikispecies",0.988,2,TRUE
"Elizabetha durissima",0,0,0,1.57e+12,-4.18918209,4.18918209,0,1,"Elizabetha durissima","Elizabetha durissima","Wikispecies",0.988,2,TRUE
"Elizabetha paraensis",0,0,0,2.8e+12,-4.11243055,4.11243055,0,0,"Elizabetha paraensis","Elizabetha paraensis","Wikispecies",0.988,2,TRUE
"Elizabetha princeps",0,0,0,2.83e+12,1.10119858,1.10119858,0,0,"Elizabetha princeps","Elizabetha princeps","Wikispecies",0.988,2,TRUE
"Elizabetha speciosa",1,0,0,1.57e+12,-4.18918209,4.18918209,0,0,"Elizabetha speciosa","Elizabetha speciosa","Wikispecies",0.988,2,TRUE
"Eminia antennulifera",1,0,0,2.99e+12,-12.99390002,12.99390002,0,0,"Eminia antennulifera","Eminia antennulifera","Wikispecies",0.988,2,TRUE
"Entada abyssinica",1,0,0,1.62e+13,6.69235724,6.69235724,0,1,"Entada abyssinica","Entada abyssinica","Wikispecies",0.988,2,TRUE
"Entada arenaria",1,0,0,5.51e+12,-10.588957,10.588957,0,1,"Entada arenaria","Entada arenaria","Wikispecies",0.988,2,TRUE
"Entada chrysostachys",1,1,2055545262,3.58e+12,-16.1837137,16.1837137,0,2,"Entada chrysostachys","Entada chrysostachys","Wikispecies",0.988,2,TRUE
"Entada phaseoloides",1,1,5.13e+11,1.54e+13,6.16850549,6.16850549,0,3,"Entada phaseoloides","Entada phaseoloides","Wikispecies",0.988,2,TRUE
"Entada polystachya",1,0,0,1.28e+11,12.839712,12.839712,0,0,"Entada polystachya","Entada polystachya","Wikispecies",0.988,2,TRUE
"Enterolobium contortisiliquum",1,2,9.72e+11,1.29e+13,-23.01261806,23.01261806,0,0,"Enterolobium contortisiliquum","Enterolobium contortisiliquum","Wikispecies",0.988,2,TRUE
"Enterolobium cyclocarpum",1,14,4.29e+12,1.37e+13,9.4649793,9.4649793,0,2,"Enterolobium cyclocarpum","Enterolobium cyclocarpum","Wikispecies",0.988,2,TRUE
"Enterolobium ellipticum",1,0,0,NA,NA,NA,0,0,"Enterolobium ellipticum","Enterolobium ellipticum","Wikispecies",0.988,2,TRUE
"Enterolobium gummiferum",1,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Enterolobium gummiferum","Enterolobium gummiferum","Wikispecies",0.988,2,TRUE
"Enterolobium maximum",1,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Enterolobium maximum","Enterolobium maximum","Wikispecies",0.988,2,TRUE
"Enterolobium monjollo",1,0,0,6.04e+11,-17.33272236,17.33272236,0,0,"Enterolobium monjollo","Enterolobium monjollo","Wikispecies",0.988,2,TRUE
"Enterolobium schomburgkii",1,0,0,9.77e+12,-2.68082452,2.68082452,0,0,"Enterolobium schomburgkii","Enterolobium schomburgkii","Wikispecies",0.988,2,TRUE
"Eperua bijuga",0,0,0,1.46e+12,0.22176104,0.22176104,0,0,"Eperua bijuga","Eperua bijuga","Wikispecies",0.988,2,TRUE
"Eperua duckeana",0,0,0,1.57e+12,-4.18918209,4.18918209,0,0,"Eperua duckeana","Eperua duckeana","Wikispecies",0.988,2,TRUE
"Eperua falcata",0,2,4.7e+11,1.49e+12,3.84398924,3.84398924,0,1,"Eperua falcata","Eperua falcata","Wikispecies",0.988,2,TRUE
"Eperua glabriflora",1,0,0,1.57e+12,-4.18918209,4.18918209,0,1,"Eperua glabriflora","Eperua glabriflora","Wikispecies",0.988,2,TRUE
"Eperua grandiflora",0,0,0,5.79e+11,2.9281457,2.9281457,0,1,"Eperua grandiflora","Eperua grandiflora","Wikispecies",0.988,2,TRUE
"Eperua rubiginosa",0,0,0,1.81e+12,0.46340659,0.46340659,0,0,"Eperua rubiginosa","Eperua rubiginosa","Wikispecies",0.988,2,TRUE
"Eremosparton songoricum",1,0,0,4.55e+12,43.58270653,43.58270653,0,0,"Eremosparton songoricum","Eremosparton songoricum","Wikispecies",0.988,2,TRUE
"Erichsenia uncinata",0,0,0,2.53e+12,-25.46607155,25.46607155,0,0,"Erichsenia uncinata","Erichsenia uncinata","Wikispecies",0.988,2,TRUE
"Eriosema affine",1,0,0,5.77e+12,-8.2186671,8.2186671,0,0,"Eriosema affine","Eriosema affine","Wikispecies",0.988,2,TRUE
"Eriosema buchananii",1,0,0,6.48e+12,-17.78874419,17.78874419,0,0,"Eriosema buchananii","Eriosema buchananii","Wikispecies",0.988,2,TRUE
"Eriosema burkei",1,0,0,8.46e+12,-20.08909985,20.08909985,0,0,"Eriosema burkei","Eriosema burkei","Wikispecies",0.988,2,TRUE
"Eriosema chrysadenium",1,0,0,8.06e+12,-0.02386053,0.02386053,0,0,"Eriosema chrysadenium","Eriosema chrysadenium","Wikispecies",0.988,2,TRUE
"Eriosema cordatum",1,0,0,3.85e+12,-21.6631579,21.6631579,0,0,"Eriosema cordatum","Eriosema cordatum","Wikispecies",0.988,2,TRUE
"Eriosema crinitum",1,0,0,1.6e+12,-3.58165135,3.58165135,0,0,"Eriosema crinitum","Eriosema crinitum","Wikispecies",0.988,2,TRUE
"Eriosema ellipticifolium",1,0,0,2.69e+12,-26.02431623,26.02431623,0,0,"Eriosema ellipticifolium","Eriosema ellipticifolium","Wikispecies",0.988,2,TRUE
"Eriosema ellipticum",1,0,0,4.23e+12,-12.80161591,12.80161591,0,0,"Eriosema ellipticum","Eriosema ellipticum","Wikispecies",0.988,2,TRUE
"Eriosema englerianum",1,0,0,4.37e+12,-9.1294668,9.1294668,0,0,"Eriosema englerianum","Eriosema englerianum","National Center for Biotechnology Information",0.988,2,TRUE
"Eriosema heterophyllum",1,0,0,NA,NA,NA,0,0,"Eriosema heterophyllum","Eriosema heterophyllum","Wikispecies",0.988,2,TRUE
"Eriosema jurionianum",1,0,0,5.22e+12,-0.41899567,0.41899567,0,0,"Eriosema jurionianum","Eriosema jurionianum","Wikispecies",0.988,2,TRUE
"Eriosema kraussianum",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Eriosema kraussianum","Eriosema kraussianum","Wikispecies",0.988,2,TRUE
"Eriosema lebrunii",1,0,0,4.27e+12,-5.83263343,5.83263343,0,0,"Eriosema lebrunii","Eriosema lebrunii","Wikispecies",0.988,2,TRUE
"Eriosema macrostipulum",1,0,0,1.23e+13,7.36125097,7.36125097,0,0,"Eriosema macrostipulum","Eriosema macrostipulum","Wikispecies",0.988,2,TRUE
"Eriosema montanum",1,0,0,9.76e+12,1.47322166,1.47322166,0,0,"Eriosema montanum","Eriosema montanum","Wikispecies",0.988,2,TRUE
"Eriosema nutans",1,0,0,1.34e+13,-5.31157358,5.31157358,0,0,"Eriosema nutans","Eriosema nutans","Wikispecies",0.988,2,TRUE
"Eriosema pauciflorum",1,0,0,1.35e+13,-5.19179585,5.19179585,0,0,"Eriosema pauciflorum","Eriosema pauciflorum","Wikispecies",0.988,2,TRUE
"Eriosema pumilum",1,0,0,1.81e+12,-9.74260673,9.74260673,0,0,"Eriosema pumilum","Eriosema pumilum","Wikispecies",0.988,2,TRUE
"Eriosema ramosum",1,0,0,2.97e+12,-7.11148806,7.11148806,0,0,"Eriosema ramosum","Eriosema ramosum","Wikispecies",0.988,2,TRUE
"Eriosema rhodesicum",1,0,0,7.84e+12,3.03821387,3.03821387,0,0,"Eriosema rhodesicum","Eriosema rhodesicum","Wikispecies",0.988,2,TRUE
"Eriosema rhynchosioides",1,0,0,2.11e+12,-11.23158331,11.23158331,0,0,"Eriosema rhynchosioides","Eriosema rhynchosioides","Wikispecies",0.988,2,TRUE
"Eriosema rufum",1,0,0,4.84e+12,-5.83980801,5.83980801,0,0,"Eriosema rufum","Eriosema rufum","Wikispecies",0.988,2,TRUE
"Eriosema salignum",1,0,0,2.7e+12,-27.53376098,27.53376098,0,0,"Eriosema salignum","Eriosema salignum","Wikispecies",0.988,2,TRUE
"Eriosema shirense",1,0,0,8.55e+12,2.75275276,2.75275276,0,0,"Eriosema shirense","Eriosema shirense","Wikispecies",0.988,2,TRUE
"Eriosema simplicifolium",1,0,0,NA,NA,NA,0,0,"Eriosema simplicifolium","Eriosema simplicifolium","Wikispecies",0.988,2,TRUE
"Eriosema squarrosum",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Eriosema squarrosum","Eriosema squarrosum","Wikispecies",0.988,2,TRUE
"Eriosema violaceum",1,0,0,1.28e+11,12.839712,12.839712,0,0,"Eriosema violaceum","Eriosema violaceum","Wikispecies",0.988,2,TRUE
"Erythrina abyssinica",1,1,2055545262,1.11e+13,-1.43382569,1.43382569,0,0,"Erythrina abyssinica","Erythrina abyssinica","Wikispecies",0.988,2,TRUE
"Erythrina americana",1,1,2055545262,3.03e+11,18.81953829,18.81953829,0,0,"Erythrina americana","Erythrina americana","Wikispecies",0.988,2,TRUE
"Erythrina arborescens",1,0,0,7.34e+12,24.68884167,24.68884167,0,4,"Erythrina arborescens","Erythrina arborescens","Wikispecies",0.988,2,TRUE
"Erythrina barqueroana",1,0,0,1.09e+11,15.70230638,15.70230638,0,0,"Erythrina barqueroana","Erythrina barqueroana","Wikispecies",0.988,2,TRUE
"Erythrina berteroana",1,1,9.41e+11,4.33e+12,14.74164236,14.74164236,0,5,"Erythrina berteroana","Erythrina berteroana","Wikispecies",0.988,2,TRUE
"Erythrina brucei",1,1,5.82e+11,1.13e+12,8.62614058,8.62614058,0,0,"Erythrina brucei","Erythrina brucei","Wikispecies",0.988,2,TRUE
"Erythrina cochleata",1,0,0,1.19e+12,6.93521168,6.93521168,0,0,"Erythrina cochleata","Erythrina cochleata","Wikispecies",0.988,2,TRUE
"Erythrina corallodendron",1,14,9.99e+12,1.77e+11,15.28611138,15.28611138,0,2,"Erythrina corallodendron","Erythrina corallodendron","Wikispecies",0.988,2,TRUE
"Erythrina costaricensis",1,0,0,1.26e+12,4.42204644,4.42204644,0,0,"Erythrina costaricensis","Erythrina costaricensis","Wikispecies",0.988,2,TRUE
"Erythrina crista-galli",1,27,2.58e+13,1.3e+13,-19.08162213,19.08162213,0,5,"Erythrina crista-galli","Erythrina crista-galli","Wikispecies",0.988,2,TRUE
"Erythrina edulis",1,0,0,4.67e+12,0.05184462,0.05184462,0,1,"Erythrina edulis","Erythrina edulis","Wikispecies",0.988,2,TRUE
"Erythrina excelsa",1,0,0,1.03e+13,8.50191122,8.50191122,0,0,"Erythrina excelsa","Erythrina excelsa","Wikispecies",0.988,2,TRUE
